CEP,latitude,longitude,UF
20972120,-22.8866874,-43.2574611,RJ
26215000,-22.75353,-43.4474781,RJ
24904280,-22.9339527,-42.8245961,RJ
27263580,-22.5221794,-44.1207249,RJ
24904285,-22.9339527,-42.8245961,RJ
27263585,-22.5229861,-44.1210806,RJ
20972130,-22.8923272,-43.2581953,RJ
24904290,-22.9339527,-42.8245961,RJ
20972132,-22.8923272,-43.2581953,RJ
27525730,-22.4731744,-44.4999367,RJ
26215010,-22.7561319,-43.4607419,RJ
25035370,-22.756449,-43.3079292,RJ
20972140,-22.8923272,-43.2581953,RJ
27263600,-22.5245363,-44.1167275,RJ
20710003,-22.9079577,-43.2721898,RJ
25035380,-22.7333809,-43.3050065,RJ
20710005,-22.9027575,-43.2796182,RJ
26215030,-22.7537083,-43.450158,RJ
20972150,-22.8923272,-43.2581953,RJ
27525750,-22.4727209,-44.4993,RJ
20710010,-22.904291,-43.2782544,RJ
25035390,-22.7527865,-43.3076201,RJ
27525760,-22.471498,-44.4992833,RJ
20972160,-22.9521416,-43.3596406,RJ
25035400,-22.7540736,-43.3098834,RJ
26215050,-22.7491883,-43.4483424,RJ
27525770,-22.4818191,-44.5069454,RJ
27263630,-22.5266802,-44.1169225,RJ
20710030,-22.9045356,-43.276743,RJ
25035410,-22.7545447,-43.3107296,RJ
20972180,-22.9031097,-43.2224704,RJ
27263640,-22.5232751,-44.1215743,RJ
20972190,-22.8923272,-43.2581953,RJ
26215071,-22.7567271,-43.4501544,RJ
26084000,-22.7356627,-43.5480746,RJ
25035425,-22.7560209,-43.3107474,RJ
20710050,-22.905749,-43.2757598,RJ
26215072,-22.756411,-43.4505351,RJ
27263650,-22.5294947,-44.1177367,RJ
26084005,-22.7379795,-43.5168853,RJ
25035430,-22.7830137,-43.3018537,RJ
26215080,-22.748465,-43.447051,RJ
26084010,-22.7439487,-43.5246361,RJ
25035435,-22.7676119,-43.2853818,RJ
27263660,-22.5293581,-44.1177949,RJ
26084015,-22.7379219,-43.5242972,RJ
25035440,-22.7862985,-43.3053106,RJ
26215090,-22.7484963,-43.4480286,RJ
20972210,-22.9007524,-43.2221955,RJ
26084020,-22.7379579,-43.5190755,RJ
20710070,-22.9063906,-43.2794161,RJ
27263671,-22.5232751,-44.1215743,RJ
25035450,-22.7563421,-43.3156161,RJ
20972220,-22.9007524,-43.2221955,RJ
26215100,-22.7540181,-43.4500913,RJ
26084030,-22.7439487,-43.5246361,RJ
27525822,-22.4909593,-44.5060586,RJ
27263680,-22.5243008,-44.1283662,RJ
27525825,-22.4755805,-44.4946322,RJ
26084035,-22.7379841,-43.5178866,RJ
25035460,-22.7574629,-43.3151344,RJ
27525827,-22.4751648,-44.4963113,RJ
26215110,-22.7487531,-43.4478852,RJ
27525829,-22.491424,-44.504254,RJ
26084040,-22.7392086,-43.5180729,RJ
27525832,-22.4909998,-44.5039538,RJ
27263690,-22.5228767,-44.1224991,RJ
27525836,-22.4827516,-44.5047683,RJ
26084045,-22.7379579,-43.5190755,RJ
27525838,-22.4852965,-44.5076896,RJ
27525839,-22.4819013,-44.5051602,RJ
27525840,-22.4818191,-44.5069454,RJ
26215120,-22.7517898,-43.4496057,RJ
20972240,-22.9004775,-43.2661268,RJ
27525843,-22.4872865,-44.4921234,RJ
27525844,-22.4900099,-44.496648,RJ
24904405,-22.9051677,-42.7970574,RJ
20710100,-22.9069329,-43.277518,RJ
27525847,-22.4729606,-44.5033172,RJ
27525848,-22.4872336,-44.4885232,RJ
26084055,-22.7379047,-43.5200762,RJ
26215130,-22.7535572,-43.4468354,RJ
24904410,-22.9076873,-42.7945256,RJ
26084060,-22.7380485,-43.5209214,RJ
27525845,-22.4732735,-44.5040936,RJ
27525849,-22.4876794,-44.4977107,RJ
27525850,-22.4726582,-44.5021339,RJ
26084065,-22.7368693,-43.5210102,RJ
25035490,-22.7560348,-43.313873,RJ
24904420,-22.9076873,-42.7945256,RJ
26084070,-22.7217114,-43.5225436,RJ
20710120,-22.9076008,-43.2800165,RJ
25953001,-22.4146997,-42.9708651,RJ
24904425,-22.9086307,-42.7966889,RJ
25953003,-22.4123642,-42.9664876,RJ
25035500,-22.7574354,-43.3171684,RJ
25953005,-22.413124,-42.9697319,RJ
26215150,-22.7497341,-43.4488616,RJ
25953008,-22.4123642,-42.9664876,RJ
25953010,-22.4113805,-42.9670279,RJ
24904435,-22.9087477,-42.7945475,RJ
26084085,-22.7351889,-43.5205785,RJ
25035510,-22.7862985,-43.3053106,RJ
25953013,-22.4113805,-42.9670279,RJ
20972280,-22.8873089,-43.2584799,RJ
26215160,-22.7517898,-43.4496057,RJ
26084090,-22.7439487,-43.5246361,RJ
20710140,-22.9071616,-43.2752551,RJ
26215170,-22.7494365,-43.4466241,RJ
20972290,-22.8865726,-43.2572058,RJ
26084100,-22.7342777,-43.5199271,RJ
25953030,-22.4107643,-42.9660989,RJ
26084105,-22.734199,-43.5213404,RJ
25035530,-22.7608356,-43.316095,RJ
26084115,-22.734199,-43.5213404,RJ
26084117,-22.7358362,-43.5209305,RJ
26215190,-22.7545092,-43.4481259,RJ
26084120,-22.7332812,-43.520956,RJ
25953050,-22.4123642,-42.9664876,RJ
20710170,-22.9051272,-43.272386,RJ
26084125,-22.7350479,-43.5221588,RJ
25035550,-22.760544,-43.3130595,RJ
25953055,-22.4123642,-42.9664876,RJ
20972320,-22.9186151,-43.2265963,RJ
25953057,-22.4090043,-42.963282,RJ
26215200,-22.7525536,-43.4508171,RJ
25953060,-22.4101557,-42.9666598,RJ
20710180,-22.909955,-43.2739791,RJ
26084135,-22.7320469,-43.5229866,RJ
25035560,-22.7862985,-43.3053106,RJ
26215210,-22.7538865,-43.448436,RJ
24904490,-22.9054812,-42.7948323,RJ
26084140,-22.7439487,-43.5246361,RJ
20710190,-22.9097913,-43.2730158,RJ
26084145,-22.7321984,-43.5249487,RJ
25035570,-22.7574383,-43.3144676,RJ
26215219,-22.7561319,-43.4607419,RJ
20972340,-22.8595282,-41.9930494,RJ
26215221,-22.7498879,-43.4487381,RJ
20972342,-22.8595282,-41.9930494,RJ
25035575,-22.7588878,-43.3146321,RJ
25953080,-22.4064948,-42.9658114,RJ
24904505,-22.9063923,-42.7937808,RJ
26215220,-22.7561319,-43.4607419,RJ
25035580,-22.7600138,-43.3077331,RJ
26215230,-22.7498609,-43.4430571,RJ
20972350,-22.8997227,-43.4450688,RJ
20972352,-22.8923272,-43.2581953,RJ
26084160,-22.7439487,-43.5246361,RJ
26084165,-22.7337224,-43.5229513,RJ
20972360,-22.8923272,-43.2581953,RJ
26215240,-22.7496044,-43.4423795,RJ
26084170,-22.7324666,-43.5236871,RJ
24904520,-22.9040687,-42.7958539,RJ
26084175,-22.7439487,-43.5246361,RJ
25953105,-22.4095708,-42.9720995,RJ
24904530,-22.9076873,-42.7945256,RJ
25953107,-22.4095708,-42.9720995,RJ
20972370,-22.8923272,-43.2581953,RJ
25035605,-22.7614767,-43.3125847,RJ
27263830,-22.527674,-44.1156352,RJ
20710230,-22.9051098,-43.2708103,RJ
26215250,-22.7503573,-43.4444355,RJ
26084180,-22.7325806,-43.522013,RJ
25035610,-22.7593241,-43.3154981,RJ
26084185,-22.7432844,-43.5245322,RJ
20972380,-22.8665499962,-43.247569461,RJ
26215260,-22.7495867,-43.4441656,RJ
28050270,-21.7626682,-41.3184501,RJ
25035615,-22.7862985,-43.3053106,RJ
27250120,-22.5077893,-44.0651235,RJ
26084195,-22.7356245,-43.5234573,RJ
27263845,-22.5232751,-44.1215743,RJ
20972390,-22.8923272,-43.2581953,RJ
22020970,-22.968704,-43.1843272,RJ
25035626,-22.7577172,-43.3173488,RJ
26084205,-22.7439487,-43.5246361,RJ
25035630,-22.7551722,-43.3154727,RJ
25953135,-22.4081799,-42.973206,RJ
26215280,-22.7531263,-43.4457429,RJ
20972400,-22.872505,-43.2704513,RJ
26084210,-22.7439487,-43.5246361,RJ
25035635,-22.7581827,-43.3151769,RJ
25953140,-22.4096593,-42.9739951,RJ
20710260,-22.9080608,-43.2732406,RJ
26084215,-22.7439487,-43.5246361,RJ
25035640,-22.7619547,-43.3222618,RJ
20972410,-22.8889829,-43.2632738,RJ
25035645,-22.7351574,-43.3351788,RJ
20710270,-22.9094332,-43.2749578,RJ
25953150,-22.4095708,-42.9720995,RJ
26084225,-22.7364981,-43.5237787,RJ
25035650,-22.7862985,-43.3053106,RJ
26215300,-22.7796039,-43.4359579,RJ
26084230,-22.7365873,-43.5238919,RJ
25035655,-22.7535274,-43.3091952,RJ
25035656,-22.7619547,-43.3222618,RJ
24904585,-22.9076873,-42.7945256,RJ
25953160,-22.4106075,-42.9687254,RJ
26084235,-22.7439487,-43.5246361,RJ
25035660,-22.7599169,-43.3161445,RJ
20710280,-22.9086704,-43.2710637,RJ
26215310,-22.7524023,-43.4450291,RJ
24904590,-22.9076873,-42.7945256,RJ
20972430,-22.8574154,-43.2660059,RJ
25035665,-22.7619547,-43.3222618,RJ
20710290,-22.9097913,-43.2730158,RJ
24904595,-22.9076873,-42.7945256,RJ
26084245,-22.7439487,-43.5246361,RJ
25035670,-22.7630268,-43.3201379,RJ
26084250,-22.7439487,-43.5246361,RJ
25035675,-22.7862985,-43.3053106,RJ
25035676,-22.7637733,-43.3136785,RJ
20710300,-22.9337473,-43.6989386,RJ
20972446,-22.8814896,-43.2682164,RJ
24904605,-22.9076873,-42.7945256,RJ
25035680,-22.7611041,-43.3123613,RJ
20972445,-22.8814896,-43.2682164,RJ
24904610,-22.9076873,-42.7945256,RJ
25953187,-22.4123642,-42.9664876,RJ
26215331,-22.7494328,-43.4416018,RJ
20972452,-22.9077778,-43.2616667,RJ
20710310,-22.9117753,-43.2781183,RJ
25953190,-22.4119744,-42.9653123,RJ
22021030,-22.9673231,-43.1804092,RJ
24904615,-22.9076873,-42.7945256,RJ
20972458,-22.8864582,-43.2587204,RJ
20972456,-22.9060066,-43.2151416,RJ
24904620,-22.9076873,-42.7945256,RJ
26215341,-22.7561319,-43.4607419,RJ
26084270,-22.7359067,-43.5248489,RJ
20972460,-22.9143894,-43.2145869,RJ
22021040,-22.9670015,-43.1823004,RJ
25953201,-22.4123642,-42.9664876,RJ
20710320,-22.9133587,-43.2794235,RJ
25953200,-22.4123642,-42.9664876,RJ
24904625,-22.9076873,-42.7945256,RJ
25953204,-22.4123642,-42.9664876,RJ
20972470,-22.8760648,-43.3360815,RJ
26215350,-22.7561319,-43.4607419,RJ
26084280,-22.7356267,-43.5254967,RJ
25953203,-22.4123642,-42.9664876,RJ
22021050,-22.9697777,-43.1868592,RJ
25035700,-22.7619547,-43.3222618,RJ
20710330,-22.9109412,-43.2792884,RJ
25035710,-22.7529897,-43.3053964,RJ
25560000,-22.7783252,-43.365116,RJ
26215360,-22.7509864,-43.4439841,RJ
26084290,-22.7364676,-43.5273408,RJ
25560001,-22.772296,-43.3632538,RJ
20972480,-22.8714747,-43.2363779,RJ
25953220,-22.4134664,-42.9634153,RJ
25560002,-22.772296,-43.3632538,RJ
26084295,-22.7361381,-43.5283026,RJ
25035720,-22.7597091,-43.3138471,RJ
26215370,-22.7396548,-43.463917,RJ
26084300,-22.736534,-43.5280191,RJ
25035725,-22.7619547,-43.3222618,RJ
20710350,-22.9097401,-43.2789386,RJ
25953230,-22.4123642,-42.9664876,RJ
25953232,-22.4139258,-42.9689377,RJ
26084305,-22.7360423,-43.5287346,RJ
25953234,-22.4121176,-42.9662287,RJ
23069650,-22.9749066,-43.6530337,RJ
25953236,-22.410817,-42.9650733,RJ
26215380,-22.7486094,-43.4440446,RJ
26084310,-22.7563795,-43.5290675,RJ
25560020,-22.7676923,-43.3784013,RJ
25953233,-22.413838,-42.9688624,RJ
25953235,-22.4128127,-42.9671506,RJ
25035730,-22.7653086,-43.3135554,RJ
20710360,-22.9088429,-43.278469,RJ
20972510,-22.92375,-43.3463787,RJ
25560030,-22.7716739,-43.3745132,RJ
26215390,-22.7493103,-43.4451627,RJ
26084320,-22.757043,-43.5264574,RJ
25953250,-22.4169605,-42.9756016,RJ
20972515,-22.8923272,-43.2581953,RJ
20710370,-22.9101971,-43.2819258,RJ
20972520,-22.9890114,-43.31221,RJ
25560041,-22.7748521,-43.3713464,RJ
26084330,-22.733133,-43.5291401,RJ
25035755,-22.7610969,-43.3198301,RJ
25953260,-22.4144845,-42.962308,RJ
25560040,-22.7726594,-43.3740501,RJ
26084335,-22.7439487,-43.5246361,RJ
25035760,-22.7862985,-43.3053106,RJ
25560051,-22.772296,-43.3632538,RJ
26084340,-22.7347599,-43.5271777,RJ
25953270,-22.4122267,-42.9609661,RJ
26084345,-22.7439487,-43.5246361,RJ
25035770,-22.7678093,-43.3169421,RJ
20972540,-22.9031097,-43.2224704,RJ
25560060,-22.7733932,-43.3749006,RJ
26084350,-22.7322768,-43.5288671,RJ
26084355,-22.7439487,-43.5246361,RJ
20972550,-22.9031097,-43.2224704,RJ
26215430,-22.7494328,-43.4416018,RJ
26084360,-22.7439487,-43.5246361,RJ
25953290,-22.4169605,-42.9756016,RJ
27264010,-22.5259722,-44.123294,RJ
26084365,-22.7439487,-43.5246361,RJ
25560080,-22.7717044,-43.3749192,RJ
25560081,-22.7723575,-43.3709122,RJ
26084370,-22.7439487,-43.5246361,RJ
28050450,-21.7531904,-41.3429396,RJ
27264020,-22.5255847,-44.1222942,RJ
26084375,-22.7439487,-43.5246361,RJ
25035800,-22.7574595,-43.3132904,RJ
26215450,-22.7516362,-43.4412757,RJ
25560090,-22.7715549,-43.3724384,RJ
27264030,-22.5256829,-44.1218938,RJ
25035810,-22.7643015,-43.3089499,RJ
